Star Rating,Monster Name,Quest,Runner,Time,Weapon,Platform,Ruleset
6,Alatreon,Dawn of the Death Star,N1gen,"08'02""16",Light Bowgun,PS4,Freestyle
6,Alatreon,The Evening Star,TBT,"08'04""33",Light Bowgun,PS4,TA Rules
6,Alatreon,The Evening Star,L,"08'05""26",Bow,PC,Freestyle
6,Alatreon,The Evening Star,KCGemini,"08'05""65",Lance,PS4,TA Rules
6,Alatreon,The Evening Star,Windra,"08'06""41",Dual Blades,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Kazane,"08'09""91",Bow,PC,TA Rules
6,Alatreon,The Evening Star,Millium(Millium_밀리엄),"08'10""21",Sword And Shield,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,seemo,"08'10""21",Hammer,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Tidus69,"08'11""21",Bow,PC,TA Rules
6,Alatreon,The Evening Star,LionHart,"08'15""26",Hammer,PC,Freestyle
6,Alatreon,Dawn of the Death Star,바나나샷아저씨(bananashot),"08'17""96",Light Bowgun,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Jahimees,"08'19""33",Long Sword,PC,Freestyle
6,Alatreon,Dawn of the Death Star,arnold,"08'19""68",Bow,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Kingwel,"08'22""36",Long Sword,PC,Freestyle
6,Alatreon,Dawn of the Death Star,りざRZX,"08'22""36",Bow,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,강정,"08'22""50",Bow,PS4,Freestyle
6,Alatreon,The Evening Star,Orion,"08'24""61",Charge Blade,PC,Freestyle
6,Alatreon,Dawn of the Death Star,やし,"08'27""45",Hunting Horn,PS4,Freestyle
6,Alatreon,Dawn of the Death Star,王小卷,"08'27""80",Switch Axe,PC,Freestyle
6,Alatreon,Dawn of the Death Star,TBT,"08'31""03",Light Bowgun,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Noctis,"08'31""96",Dual Blades,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Noctis,"08'31""96",Dual Blades,PC,Freestyle
6,Alatreon,The Evening Star,seemo,"08'35""83",Hammer,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Aneila,"08'37""90",Long Sword,PS4,TA Rules
6,Alatreon,The Evening Star,uzura,"08'38""63",Hunting Horn,PS4,Freestyle
6,Alatreon,The Evening Star,uzura,"08'38""63",Hunting Horn,PS4,Freestyle
6,Alatreon,Dawn of the Death Star,のら (Nora),"08'39""33",Switch Axe,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,ARTA,"08'39""55",Bow,PC,Freestyle
6,Alatreon,Dawn of the Death Star,무라마사,"08'41""56",Dual Blades,PS4,TA Rules
6,Alatreon,The Evening Star,Angel,"08'41""68",Switch Axe,PC,Freestyle
6,Alatreon,The Evening Star,LaiFDtw,"08'42""53",Long Sword,PC,Freestyle
6,Alatreon,The Evening Star,ねね (Nene),"08'42""55",Light Bowgun,PC,TA Rules
6,Alatreon,The Evening Star,FEW_CEO,"08'45""91",Dual Blades,PC,Freestyle
6,Alatreon,Dawn of the Death Star,むぎ (mugi),"08'46""26",Long Sword,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Nito,"08'47""25",Long Sword,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Aneila,"08'47""88",Long Sword,PS4,TA Rules
6,Alatreon,The Evening Star,Mistil,"08'47""88",Great Sword,PC,TA Rules
6,Alatreon,Dawn of the Death Star,ZeroFata,"08'53""11",Bow,PC,TA Rules
6,Alatreon,The Evening Star,강정,"08'54""81",Bow,PS4,Freestyle
6,Alatreon,Dawn of the Death Star,jjjagn,"08'55""41",Bow,PS4,Freestyle
6,Alatreon,The Evening Star,KCGemini,"08'55""83",Lance,PS4,TA Rules
6,Alatreon,The Evening Star,박꽃,"08'59""95",Bow,PC,Freestyle
6,Alatreon,Dawn of the Death Star,ほっとくりん(hotckrin),"09'02""26",Bow,PS4,Freestyle
6,Alatreon,The Evening Star,Doong,"09'02""36",Charge Blade,PC,Freestyle
6,Alatreon,The Evening Star,無限輸出 (sapphlies),"09'02""71",Charge Blade,PC,Freestyle
6,Alatreon,The Evening Star,KCGemini,"09'02""93",Lance,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Alternum,"09'09""75",Insect Glaive,PC,Freestyle
6,Alatreon,Dawn of the Death Star,LonelyLok,"09'15""06",Long Sword,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Aneila,"09'16""90",Long Sword,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,z00p,"09'18""48",Sword And Shield,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Woven,"09'19""75",Lance,PC,TA Rules
6,Alatreon,The Evening Star,Kariashi (Binary Star),"09'20""31",Dual Blades,PC,Freestyle
6,Alatreon,The Evening Star,TBT,"09'22""53",Light Bowgun,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Splurky ,"09'30""00",Charge Blade,PC,Freestyle
6,Alatreon,Dawn of the Death Star,MasterBaker,"09'30""61",Great Sword,PC,TA Rules
6,Alatreon,The Evening Star,Jay,"09'30""73",Light Bowgun,PC,TA Rules
6,Alatreon,Dawn of the Death Star,TBT,"09'31""48",Light Bowgun,PS4,TA Rules
6,Alatreon,The Evening Star,Millium(Millium_밀리엄),"09'44""11",Sword And Shield,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Kyle0516,"09'45""76",Bow,PC,TA Rules
6,Alatreon,The Evening Star,GeminiXz,"09'48""83",Light Bowgun,PC,Freestyle
6,Alatreon,The Evening Star,sun__eater__,"09'49""38",Hunting Horn,PS4,Freestyle
6,Alatreon,The Evening Star,박꽃,"09'49""91",Bow,PC,Freestyle
6,Alatreon,The Evening Star,Woven,"09'51""76",Lance,PC,TA Rules
6,Alatreon,Dawn of the Death Star,むぎ (mugi),"09'53""11",Long Sword,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Kazane,"09'53""83",Bow,PC,TA Rules
6,Alatreon,Dawn of the Death Star,ZeroFata,"09'54""91",Bow,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Noctis,"09'57""05",Dual Blades,PC,Freestyle
6,Alatreon,Dawn of the Death Star,ARTA,"09'58""26",Bow,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Tera,"09'59""30",Dual Blades,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Kariashi (Binary Star),"09'59""81",Dual Blades,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Lord'sK,"10'14""50",Bow,PC,Freestyle
6,Alatreon,The Evening Star,Lord'sK,"10'14""98",Bow,PC,Freestyle
6,Alatreon,Dawn of the Death Star,ほっとくりん(hotckrin),"10'20""15",Bow,PS4,Freestyle
6,Alatreon,The Evening Star,ねね (Nene),"10'25""08",Light Bowgun,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Delacroax,"10'35""75",Switch Axe,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Kingwel,"10'40""55",Long Sword,PC,Freestyle
6,Alatreon,The Evening Star,레테 (Lette),"10'46""28",Long Sword,PC,TA Rules
6,Alatreon,The Evening Star,Delacroax,"10'55""11",Switch Axe,PC,Freestyle
6,Alatreon,Dawn of the Death Star,Deaga,"11'04""18",Switch Axe,PS4,Freestyle
6,Alatreon,The Evening Star,Zenkeyron,"11'06""91",Long Sword,PS4,TA Rules
6,Alatreon,Dawn of the Death Star,Kyle0516,"11'19""46",Bow,PC,TA Rules
6,Alatreon,The Evening Star,PPKPKPKP,"11'38""38",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,N00bKefka,"11'47""98",Switch Axe,PC,TA Rules
6,Alatreon,Dawn of the Death Star,ほっとくりん(hotckrin),"12'05""05",Bow,PS4,Freestyle
6,Alatreon,Dawn of the Death Star,N00bKefka,"12'27""45",Charge Blade,PC,TA Rules
6,Alatreon,The Evening Star,potatotomato,"12'40""23",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,PPKPKPKP,"12'49""40",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,potatotomato,"13'38""96",Hunting Horn,PC,TA Rules
6,Alatreon,Dawn of the Death Star,potatotomato,"13'43""53",Hunting Horn,PC,TA Rules
6,Alatreon,Dawn of the Death Star,Taxman,"14'16""36",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,Zook,"14'49""48",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,나으리 (Meowster),"14'57""63",Hunting Horn,PC,TA Rules
6,Alatreon,The Evening Star,PPKPKPKP,"15'46""28",Hunting Horn,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,aco,"02'05""56",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,koty,"02'24""75",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,VANS,"02'38""01",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,VANS,"02'43""33",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,VANS,"03'10""18",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Dr. W,"03'38""78",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,HK_MH_OLAY,"03'39""65",Great Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,獅獅,"04'10""51",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Tidus69,"04'12""00",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Dr. W,"04'12""31",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Randel Daora,"04'17""33",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,HK_MH_OLAY,"04'23""10",Great Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,VANS,"04'35""65",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Tidus69,"04'36""86",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,VANS,"05'20""71",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,为了实现最后的梦,"05'32""95",Long Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,tatsuffy,"05'34""66",Heavy Bowgun,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Relial,"05'36""45",Bow,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,강정,"05'37""35",Bow,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,HCZS,"05'39""00",Charge Blade,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Kazane,"05'44""10",Bow,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Scrillix,"05'48""48",Switch Axe,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Kikitoudur,"05'49""93",Bow,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,바나나샷아저씨(bananashot),"06'06""20",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,HCZS,"06'15""00",Charge Blade,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Mzly,"06'17""13",Long Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,DOKRAHM,"06'18""23",Gunlance,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,DOKRAHM,"06'37""50",Gunlance,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,강정,"06'38""13",Bow,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,지바,"06'38""21",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Peppo,"06'41""50",Long Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,GODJUN,"06'42""43",Charge Blade,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,王小卷,"06'42""48",Switch Axe,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,白夜 (Byakuya),"06'43""81",Gunlance,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,レガリア (Regalia),"06'46""53",Switch Axe,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Rolltorest,"06'48""96",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Kusaemon,"06'52""16",Switch Axe,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,yuuki,"06'53""30",Long Sword,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Kikitoudur,"06'56""18",Bow,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,yuuki,"06'59""18",Long Sword,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,マサ (masa),"07'02""80",Dual Blades,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,わんだふる (Wonderful),"07'15""45",Charge Blade,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,bananashot,"07'16""35",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,bananashot,"07'25""31",Light Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,望遠鏡 (VulpesMH),"07'30""33",Sword And Shield,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Zephy,"07'37""13",Charge Blade,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Peppo,"07'40""83",Long Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,쥐새 (MouseBird),"07'43""65",Insect Glaive,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Note,"07'43""83",Dual Blades,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,pepo,"07'47""93",Hammer,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Pochi,"07'50""70",Insect Glaive,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,Anne Luca,"07'53""26",Long Sword,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,DRE,"07'56""45",Switch Axe,Xbox,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,seemo,"08'08""86",Hammer,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,인생은셀프 (JIN),"08'15""83",Sword And Shield,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,yuuki,"08'27""60",Long Sword,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,ハルケン (Haruken),"08'44""75",Lance,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,yuuki,"08'46""36",Long Sword,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Jackdaw갈까마귀,"08'51""26",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,TBT,"08'53""16",Light Bowgun,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Liset,"08'58""05",Heavy Bowgun,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,チャンプ (Champ),"08'58""26",Insect Glaive,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,蜂蜜ゆうた (Yuuta),"09'01""65",Lance,PS4,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,王小卷,"09'08""63",Switch Axe,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,ハルケン (Haruken),"09'40""05",Lance,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,suzume,"09'45""80",Sword And Shield,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Kazane,"09'54""66",Insect Glaive,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,suzume,"09'54""85",Sword And Shield,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,CherishedFox,"10'03""38",Sword And Shield,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Kingwel,10'20'91,Long Sword,PC,Freestyle
6,Arch-tempered Namielle,The Distant Dark Tide,アフロさん (Aphrodite),"10'24""08",Lance,PS4,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,suzume,"10'32""75",Sword And Shield,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,庸人自扰的阿扰,"11'22""91",Hammer,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Ryukishi,"12'44""61",Long Sword,PC,TA Rules
6,Arch-tempered Namielle,The Distant Dark Tide,Fred,"13'26""06",Great Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"02'55""90",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,koty,"03'04""90",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"03'16""50",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"03'20""35",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"03'38""20",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Harper,"03'42""58",Sword And Shield,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,DEVA,"03'50""66",Dual Blades,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,HK_MH_OLAY,"03'50""99",Great Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,aco,"03'53""21",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,crafter_king_,"03'54""48",Bow,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,HK_MH_OLAY,"04'03""99",Great Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Dusty,"04'13""61",Sword And Shield,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,DEVA,"04'23""51",Dual Blades,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Retrou-_-,"04'24""33",Hammer,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,HK_MH_OLAY,"04'32""78",Great Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,cming2163,"04'36""31",Great Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"04'38""31",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,ＩＣＥ❄,"04'44""71",Sword And Shield,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,대전설GLGD,"04'47""75",Dual Blades,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Nito,"04'53""86",Long Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Cee,"04'55""35",Sword And Shield,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Ryo,"04'57""31",Gunlance,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,SUPERNEGRONE,"05'14""50",Long Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,slime,"05'17""51",Sword And Shield,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,crafter_king_,"05'28""10",Bow,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Pochi,"05'32""36",Insect Glaive,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,科技海綿,"05'34""86",Long Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,蜂蜜ゆうた (Yuuta),"05'37""31",Lance,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Qy_C,"05'48""30",Long Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,0口0 (WeeeXD),"05'55""53",Great Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Note,"06'06""06",Dual Blades,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,대전설GLGD,"06'06""18",Dual Blades,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,수례VIP고객님,"06'11""78",Heavy Bowgun,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Jackdaw갈까마귀,"06'18""85",Heavy Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,蜂蜜ゆうた (Yuuta),"06'20""16",Lance,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,タナボタ,"06'21""56",Great Sword,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Peppo,"06'27""35",Long Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,ほっとくりん(hotckrin),"06'29""00",Bow,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Kikitoudur,"06'29""36",Bow,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Aris,"06'30""51",Great Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,바나나샷아저씨(bananashot),"06'36""41",Light Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,KhalidSenpai,"06'36""56",Insect Glaive,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,寝不足ちゃん,"06'37""13",Insect Glaive,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,寝不足ちゃん,"06'37""13",Insect Glaive,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,RrCa,"06'43""93",Long Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Danny,"06'47""81",Bow,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,레이치,"06'52""95",Great Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,seemo,"06'56""51",Hammer,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Momo,"07'15""40",Insect Glaive,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,RrCa,"07'19""80",Long Sword,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,인생은셀프 (JIN),"07'21""10",Sword And Shield,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rang,"07'21""30",Sword And Shield,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,んご (ngo),"07'21""75",Charge Blade,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,ゆのみの茶庵,"07'25""35",Long Sword,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Benji-boi,"07'36""06",Switch Axe,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Yanxi,"07'36""71",Gunlance,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Crowoly,"07'43""80",Dual Blades,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Cee,"07'52""18",Sword And Shield,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Crowoly,"07'59""80",Dual Blades,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rage-,"08'10""78",Insect Glaive,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,KCGemini,"08'31""71",Lance,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rang,"08'31""91",Sword And Shield,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Alex_,"08'51""51",Lance,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,N1gen,"08'54""80",Light Bowgun,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,LaiFDtw,"08'55""16",Long Sword,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rbx Vgames,"08'56""63",Long Sword,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,ハルケン (Haruken),"09'16""36",Lance,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,GeminiXz,"09'32""20",Light Bowgun,PC,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,sun__eater__,"09'42""68",Hunting Horn,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rbx Vgames,"09'47""01",Long Sword,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,めがーぬ (Meganu),"09'47""60",Hunting Horn,PS4,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Yanxi,"10'05""23",Lance,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Zook,"10'46""00",Hunting Horn,PC,TA Rules
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Rbx Vgames,"12'38""96",Bow,PS4,Freestyle
6,Arch-tempered Velkhana,The Place Where Winter Sleeps,Wipebeef,"14'12""61",Hunting Horn,PC,TA Rules
